Religious Affliation,South Asian Heritage,Cause of Mental Health problems,Treatability,Treatments,Experience or Wittnessed stigma,Incident Description,latitude,longitude
Islam,Maldives,Genetics along with environmental factors,Yes,By seeking professional help and taking medications,Witnessed,"I once saw man with some mental health condition being very aggressive and difficult to handle on the road, where his family was trying to calm him down but the bystanders were laughing and they even took pictures and videos of that man.",2.173896959331825,73.08011109663049
Islam,Maldives,Traumatic Past or Born with it,Yes,Therapy,Witnessed,I have a Bi-Polar friend who would flip out on little things sometimes and cut connections for a week or so.,4.442351403216593,73.71419224562017
Islam,Maldives,Genetic + psychological + social factors,Yes,Therapies and medications,Witnessed,Have seen relatives with mental health condition (paranoid personality disorder) called crazy,0.7564463378323879,73.43431396020621
Islam,Maldives,"Genetics, environment, trauma etc",Yes,With the right help and support,Witnessed,Harassing someone for their mental health issues,4.433624084034604,72.96277322244046
Islam,Maldives,Trauma,Yes,Therapy,Witnessed,Friends. Still going through mental health problems. One of them is a psychologists,5.278118891581558,73.60648191778765
Islam,Maldives,Genetics and environmental factors such as upbringing,Yes,Therapy and medicine,Witnessed,Described them as being weak or faking it,6.757221843924611,73.17340198692997
Islam,Maldives,,Yes,"Throught counselling, therapy, medication and life style changes",Witnessed,Denied access,4.450720574673878,73.71580963679278
Islam,Maldives,Various factors within your environment and so on,Yes,The world of modern medicine is quite advance. Some conditions might not have a cure. But there are treatments for majority of conditions as far as I know.,Witnessed,"Certain groups of people, mostly the older generations don't take it seriously. People get made fun of or are called crazy.",4.8741436133527865,72.99722438914985
Islam,Maldives,"Injuries, trauma, pressure",Yes,By getting the desired medical health and support from family members,Witnessed,Bullying most of the time.,6.890026662197453,73.11324985223938
Islam,Maldives,"Stress and anxiety, rigid family problems",Yes,"Social Harmony, psychological consultancy",Witnessed,Bullying,5.1899002114053285,73.1323907176139
Islam,Maldives,"Lack of validation from teachers in school, family pressure and low self esteem",Yes,"It’s like any other disease, if not cured completely, symptomatic treatment can be given to alleviate symptoms.",Witnessed,"At work, a coworker was singled out as incompetent at the job because they were on medications.",2.1669006491660125,73.02219953804688
Islam,Maldives,Trauma that one faced at some point of their life,Yes,They need professional care and care and live from the people around them,Witnessed,Anyone that is professionally diagnosed with a mental health condition is labeled as crazy and people tend to stay as far away as possible from them,3.2535652194532876,72.81784469539556
Islam,Maldives,"Environment, life events.",Yes,With medication and therapy and willingness to get better,Witnessed,A person with social anxiety was ridiculed for needing assistance to pay the bill.,6.2968696696439315,73.10877805270704
Islam,Maldives,"Stressful life situations,  traumatic experience",Yes,"With proper therapy, medications and support from family and community",Witnessed,"A person who is not very out going is labelled as lazy, arrogant and not caring for",0.2011873816586337,73.18353169350692
Islam,Maldives,Due to an unpredictable bad situation,Yes,,Witnessed,A mother's child dies during the birth and she got divorced during the day's of death of the baby,6.6727233368108765,72.91417790819038
Islam,Maldives,Anyone can have mental health condition. There's no specific cause. Could be genetic even.,Yes,With therapy and medication i believe some condition can be treated or controlled,Witnessed,A lot of people have said people with mental illnesses are crazy or weak. The way they see a person changes.,2.3270826963744944,72.91514430331789
Islam,Maldives,The amount of people living in denial and people who don’t acknowledge people with mental illnesses,Yes,If given the needed consideration and the treatment (therapy. Etc) being available and affordable,Witnessed,A friend of mine. People bully her when she tells them that crowds overwhelm her,1.8211736579453022,73.4519659808137
Islam,Maldives,"Many things but usually pain, trauma, genetics, toxic upbringings,",Yes,"It can but first we need to understand what it is. A lot of mental health is deemed as irrelevant and it is not translated into languages such as Bengali/Maldivian. So for those that do not speak English, mental health is nothing",Witnessed,A family member was beaten as a child and as they grew older they rebelled. It eventually led to them committing suicide as their mother tongue was not strong so they couldn’t effectively communicate with their parents as mental health was not widely known about like other illnesses such as diabetes etc,6.513940597496288,73.05278909623156
,India,"Strict culture, parents, and religion",Yes,Medication,Witnessed,Yes. People with depression are dismissed as being valid,34.13919606584849,73.7566875097798
Islam,India,"Family,Social and financial crisis",Yes,"Yes, a psychiatrist can cure one's mental conditions as well as a doctor cures the physical illnesses",Witnessed,Yes my granny was patient of Alzheimer and she even had been forgotten her name and identity,34.1509431598741,76.99933685752522
Hindhu,India,"lack of sleep, mutations, situations",Yes,with proper awareness and facilities yes mental health conditions can be treated,Witnessed,"when someone was crying, their mom said stop crying you're an adult",25.22975335579347,78.08247573417783
Hindhu,India,"Depends on case to case, it can be environment, genetics and even personal beliefs to some extent.",Yes,by therapy and medications (if needed),Witnessed,they don't believe that mental health problems is even actual problem.,21.446606767465948,72.8305574567501
Hindhu,India,Lots of factors,Yes,,Witnessed,They are looked upon differently,27.76300593048992,73.59438152238576
Hindhu,India,Psychosocial and biological [my idea is inclined towards bio-psychosocial explanations],Yes,,Witnessed,"The stigma of mental illness is deep rooted. 1. when I was interning for my Masters degree at a hospital, my family used to taunt me by saying 'you will also become one as you are mixing with them'. 2. when I conducting field work for my PHD at an OPD of a clinic (the details are published in a paper [Banerjee, B., & Dixit, S. (2021). Perceived Stigma among family members of persons suffering from mental illness: A narrative exploration from West Bengal, India. The qualitative report, 26(4), 1309-1330.]. There I depicted some of my experiences. 3. I have observed that there is some level of hesitation in people talking about mental illness. Even in academic community scholars from other discipline avoid discussion related to mental illness. However, these are my perception only.",26.397019962216145,84.35997020205352
Other,India,Changing lifestyle which getting more and more tough and increase in the competition in the market,Yes,By seeking therapy,Witnessed,Someone ik was diagnosed with depression and was kinda outcasted by her relatives,23.237402279590647,77.74554688118779
Hindhu,India,Disturbance of day to day activities,Yes,"To help of counseling, psychotherapy and medications, yoga, meditation",Witnessed,"Some people are believe that, the society is not accepted abnormal behavior, also it's not deases it's punishment for bad karmas",27.648911286324083,75.79623363527325
Hindhu,India,Overthinking and stress,Yes,By therapy and listening.,Witnessed,Seen a person facing trauma,27.571507856407784,93.94382741452877
Hindhu,India,Feeling of dissatisfaction with all aspects of one’s life,Yes,They can be treated and a person can achieve normal and healthy lifestyle,Witnessed,"People with mental health conditions often try hard to keep, they seeking help a secret and continue to be in a state of denial about it. Usually due to the fear that they will be outcasted from the community",16.278410297300855,74.90972877975452
Hindhu,India,"The reasons for mental health conditions is spread over a wide spectrum, the reason could be genetic, social life, parenting, etc.",Yes,"The treatment for various mental health conditions needs to be tailored accordingly, but i think meditation/workout, and optimistic attitude work best.",Witnessed,"People with mental health conditions are treated and seen differently, it was during my summer vacation when I joined a dance class. One of the kids was autistic, the other kids ignored him or made fun of him.",24.807966125336907,78.5315867931623
Hindhu,India,Breaking trust or betraying,Yes,"With some professional help, and some therapy",Witnessed,"People who have depressed and anxiety, people just think they can't be happy or anything",22.377905836534097,79.9634969805104
Hindhu,India,Multiple reasons can be there like daily life stress etc,Yes,By consulting to a psychologist or therapist or psychatrist,Witnessed,People usually treat them harshly as if they are insane and not a part of our society,26.4507486215421,71.50281998015024
Hindhu,India,"It could be partly genetic or biological, but I think it majorly stems from environmental reasons, and depends a lot on the support system around, and how nurturing it is, in general",Yes,"By taking professional help, like going to a therapist, or by taking meds, if it is severe, and learning coping mechanisms",Witnessed,People have judged at parties or other events when one of my friends said that they are planning to take therapy,18.480728875638864,81.90249752419288
Islam,India,"Various - early childhood experiences, social/environmental factors, trauma, finance, genetics, health/medical conditions",Yes,"Various ways: exercise, sleeping well, wellness apps, gratitude journals, having a support social network, eating well, counselling or medication,minimising time spent on social media, mindfulness, meditation/praying",Witnessed,"People gossip, due to stigma people are not willing to talk about their experiences, people have lost out on job opportunities. Colleagues are not willing to spend time with a person with mental health condition or are extra cautious in what they say. Being called derogatory names or mocked at usually by older family members",34.237972808565985,74.54041897261182
Christian,India,Sometimes it maybe due to the genetics or/and environmental factors (eg: past trauma),Yes,"If detected early and with right kind of treatment, mental health conditions can be improved, if not completely treated",Witnessed,"Often times I've noticed that depressed people, especially teens and children are thought to be acting up or being difficult or that help for mental health is only for the 'mentally derranged'. One such incident being a friend mine wanted to seek professional help as she was feeling a lot of academic and personal life pressures, but her parents were appalled and refused as they vehemently retorted that no daughter of theirs is 'mad' and needs to go to a doctor.",25.44604065493975,85.38392004615383
Hindhu,India,"Biological, social or psychological causes",Yes,Through therapy,Witnessed,"Normal discussion in the family about people suffering from mental illness and words like mad, crazy, idiots and nothing serious for conditions like depression were used. A person is considered weak If they ask for help was common opinion.",19.703794688280006,85.37352901213443
Atheist,India,Lack of communication,Yes,By visiting a good specialist,Witnessed,,12.599499491164835,75.92375529089355
Hindhu,India,Poor awareness and relations with people,Yes,,Witnessed,,19.67656058665731,77.01541683087751
Hindhu,India,stress,Yes,if given proper care it can be treated,Witnessed,,27.53661871762679,88.2945636010326
Hindhu,India,stress,Yes,if given proper care it can be treated,Witnessed,,14.980039913152492,75.54261962507026
Islam,India,"Cultural pressures, finances",Yes,,Witnessed,,32.794290982316184,75.04075127079442
Sikhism,India,Stress,Yes,"Family support, emotional support, more awareness among people, proper medical treatment",Witnessed,,9.651236193395707,77.46991815515221
Hindhu,India,Emotional supression,Yes,It is must because crime and mental health are increasing day by day,Witnessed,,24.052450357280442,81.40573995392374
,India,Stressful life situations,Yes,,Witnessed,,13.966815647687582,79.45739971214002
Hindhu,India,"It is a combination of biological, physiological, psychological and social factors",Yes,"Yes, but not completely. Various treatment options can be applied including counselling, psychotherapy, pharmacotherapy",Witnessed,My younger sister was bullied in school for being dyslexic.,29.855623324686242,77.04004201463036
Hindhu,India,"several factors, considering genetics and the environmental conditions and situations.",Yes,it is treatable with appropriate professional help,Witnessed,my sister's friend is going through a difficult phase and is diagnosed with depression because of which she is unable to attend her classes. her friends who know about it make fun of it in class and believe that she is doing it for attention.,25.631104871298355,81.7885562829279
Hindhu,India,"Several factors, genetic or environmental factors",Yes,With professional help from trained specialists,Witnessed,My sister's friend has been diagnosed with depression but her friends feel that she just wants attention,20.198904774709842,73.46102506029567
Hindhu,India,Mainly environmental factors.,Yes,By getting professional help from licensed and skilled psychologist/psychiatrists.,Witnessed,"My sister was recently diagnosed with Major Depressive disorder, general anxiety and shows features of BPD. My family does not understand the full premises of it and thus often invalidate my sister's experience or opinions. In the past there has also been talks of if the therapy is really necessary. Apart from this, when my mum was suggested to seek counseling for her stress, she has reacted defensively and aggressively towards it. Saying she doesn't need external help as she is not a mad person.",22.912735034623182,80.29462989265498
Hindhu,India,Acceptance and way of life thinking,Yes,By therapies and meditation and counseling,Witnessed,My neighbour is in depression and still he is not going for his treatment,25.432196156372402,87.49865161964954
Christian,India,Family circumstances,Yes,Mental illnesses can be treated upto some extent but only with the families full support. It can be treated and can be maintained but not cured.,Witnessed,"My mother is diagnosed with a mental health issue and my family when in one of a heavy argument said that ""you are mad. It's already certified by professional so shut up and ________"".:)",13.401546311593481,74.97184180077004
Hindhu,India,Social factors,Yes,By seeking help,Witnessed,My friend suffered with psychosis,22.68846531771286,93.07070417984231
Islam,India,"Biological, psychological, social and environmental factors",Yes,Medication and therapy,Witnessed,"My dad had schizophrenia. People used to call him ""pagal"" And us as ""pagal ki aulad""",27.29053493119663,76.08552273280054
Hindhu,India,Environment and Genetics,Yes,"With the help of therapy, medicines if required",Witnessed,My cousin who has Autism was asked to leave his school as they thought he would be disruptive,27.344365975015073,80.9666787349909
Hindhu,India,Environment and Genetics,Yes,"With the help of therapy, medicines if required",Witnessed,My cousin who has Autism was asked to leave his school as they thought he would be disruptive,15.460018044670793,75.8836548906287
Sikhism,India,"Past trauma, way of upbringing etc",Yes,"Counseling, therapy",Witnessed,"My brother believed that something was not right with him at one stage of his life and he asked our parents to take him to a psychologist. Our parents said there's no problem with you, you just need to work harder",28.474514216454438,95.35382056754202
Hindhu,India,"Then cause for mental health problem is insufficieny to meet the demands , which in turn lead the stress into distress causing the strain on person mental health .",Yes,"By counseling , guidance , therapy",Witnessed,My aunt niece is currently going through rough patch but instead of thanking her to therapy they are taking her to temple to get rid of the evil spirit,23.30432147249443,77.65131331521192
Hindhu,India,GENETICAL AND ENVIRONMENTAL FACTORS.,Yes,WITH TIMELY MEDICATION AND PSYCHOTHERAPY,Witnessed,MANY PEOPLE IRRESPECTIVE OF CLASS AND CREED HESITATE TO ADDRESS MENTAL HEALTH CHALLENGES ASSUMING THAT THEY WILL AUTOSUBSIDE,25.3512636597312,81.08727184273525
Sikhism,India,Situational factors,Yes,,Witnessed,"Just because my mum looked fine and did her work, nobody belived that she had depression",22.362745353914402,80.96984125207672
Hindhu,India,"A lot of factors may be involved including environmental, biological, hereditary and social",Yes,"Yes it can be treated through various interventions, medications or therapy",Witnessed,"I have witnessed, while one of my cousin was suffering from depression and went to a psychiatrist and people would ask her why she used to go to a ""paaglo ka doctor"" which almost made her quit her treatment but we encouraged her to not to.",9.579145019783489,76.77376387046108
Hindhu,India,Genetics as well as environmental factors,Yes,By consulting mental health professionals,Witnessed,"I have very closely witnessed a well educated family, thair daughter had the symptoms of schizophrenia but she was first taken to preach  then to a mental health professional which is actually very dissapointing",16.215827853314142,80.7583843530213
Islam,India,"A number of things, cant just be pointed to obe thing",Yes,Therapy/prayer,Witnessed,"Family member didn't sttend a meal at mums, when relatives asked about said person, the mother said the person was on holiday instead of saying this person wasn't well",25.95497761406026,71.94128368811434
Hindhu,India,Multiple factors,Yes,With a comprehensive psychosocial and biomedical responses,Witnessed,A Girl with mental illness was convinced for wedding with my cousin and the wedding was stopped right before they got married.,19.983831498587872,76.08083085974224
Islam,Pakistan,No any specific cause but mostly it occurs due to any traumatic experience,Yes,I believe mental health condition can be treated through medication and therapy,Witnessed,"Yes, I witnessed stigma against person who is already suffer mental health condition her family stigmatize her through some offensive words",24.75336110961388,70.57984014206576
Islam,Pakistan,Genetics or maybe distress.,Yes,"It can be treated just like other diseases are treated by consulting with a doctor or psychiatrist. Parents should not avoid it by thinking of it as a disgrace,it should be and it can be treated by understanding and sympathising the patient",Witnessed,"Yes, I have seen it as my cousin faced such issues in her past and people around her thought that she's doing it just for 'attention' and they didn't try to understand her instead scolded her.",29.85397981775782,67.18919319649915
Other,Pakistan,Environment,Yes,Healthy environment,Witnessed,Yes i witnessed that someone had a bipolar disorder,32.796339385403485,70.61592347437272
Islam,Pakistan,Plethora of reasons. Environment dominantly,Yes,,Witnessed,They are made fun of and at work places it is believed that someone with a mental health condition is a wasted resource,30.1527846099,72.99700308225097
Islam,Pakistan,Depression,Yes,,Witnessed,People say them crazy,30.356964328367404,71.38686904720127
Islam,Pakistan,Family crises and stress,Yes,Through catharsis and therapies,Witnessed,People make fun of them and not consider mental health condition serious,36.47092911901211,73.54281181832233
Islam,Pakistan,"Biological, psychological and social issues",Yes,"It depends on the mental health conditions, but if we diagnose and treat mental health issues like we do with physical ailments, it can be treated. If a mental health condition like Schizophrenia cannot be fully treated, we can atleast manage it",Witnessed,"People labelize and stigmatize mental health issues on such a normal and daily basis that it is so strange. If someone has a slight issue with Organizing things, they have OCD. If someone isn't simply interested in talking to strangers like others, they might be labeled as Autistic or Antisocial. And if somebody has been dealing with a mental health condition for some months or a few years, then they have to listen that it's already been so much time. You don't have that problem anymore",27.8220450637046,67.87777879269106
Islam,Pakistan,"It could be the genetics, upbringing, domestic environment or behavior of people living with you.",Yes,With a supportive environment such as having people around who understand and care for you. Another great way is therapy.,Witnessed,One of my sisters has severe depression and it affects her physical health and her daily life. She is mocked by people around her for this.,31.80880830126329,73.25095441219226
Islam,Pakistan,Depression,Yes,concerned with psychiatrist,Witnessed,"Once i was in punjab clg and in our chemistry lecture, a girl came in our class and asked that anyone please help me to understand chemistry lecture and she went every class and asked everyone and later we knew that she had depression and ran away from college",27.96162100031888,71.34253599196533
Islam,Pakistan,Nothing cause I don't have one,Yes,Yes it can be treated through Therapies and proper clinical treatment,Witnessed,Not witnessed any severe cases except mild anxiety or depression,28.085963536247412,65.44075051996964
Islam,Pakistan,Depression,Yes,"I believe, mediciation",Witnessed,,28.160686066287372,67.32728688732224
Islam,Pakistan,Genetic factors and neural network disturbance,Yes,,Witnessed,,35.76171028829922,73.93618339798489
Islam,Pakistan,,Yes,,Witnessed,,26.119007344528754,68.45115758049471
Islam,Pakistan,,Yes,Treated by psychologist,Witnessed,,34.777002989804146,73.77791663428353
Islam,Pakistan,Stress and finencial issues and relationship issue,Yes,,Witnessed,,24.93461475063323,69.19567471087291
Islam,Pakistan,Stress and hypertension,Yes,,Witnessed,,36.555466618236174,75.33839022164736
Islam,Pakistan,Stress deoression anxiety,Yes,By trying to find and solve the condition which let the person in that mental health condition,Witnessed,,31.121344608036033,69.42211955103305
Islam,Pakistan,trauma,Yes,,Witnessed,,26.470588482346912,70.05941266837921
Islam,Pakistan,Trauma,Yes,,Witnessed,,31.014625207846876,67.98465604056304
Islam,Pakistan,"Genetic, Environmental, Biological and Social Factors",Yes,,Witnessed,,25.18615199399866,67.63786538125848
Islam,Pakistan,Society,Yes,With the help of a counsellor who may guide us how to accept and solve our problems,Witnessed,My cousin experienced depression and nobody took her serious to the point that she got ill and it took her several years to recover mentally and physically,32.99109696544113,71.08858891624467
Islam,Pakistan,An individual's environment,Yes,"Through Psychotherapy, Family support, lifestyle changes",Witnessed,I've seen that mental health issues are kept secret within families due to fear of judgement.,30.30387973519862,73.55094418873823
Islam,Pakistan,Unconditioned environment mostly,Yes,By using Psychological methods and techniques,Witnessed,I saw a person with mental health condition and mostly their reasons are family issues and they fight against it and end up by staying quite and Acceptance.,25.892280085922263,67.99275162980737
Islam,Pakistan,"The main cause is family issues , separated parents, orphans,poverty and of course genetics.",Yes,"Depending on the mental health condition, mostly they can be treated with a happy healthy home environment, cooperation of parents and family , love , care and affection.",Witnessed,I have witnessed people being uncomfortable being friends or even talking to people with mental health issues.,29.27300344704738,63.71795920501011
Islam,Pakistan,"Mental health conditions can have various causes, often involving a combination of genetic, biological, environmental, and psychological factors. Factors such as genetics, brain chemistry, trauma, and life experiences can contribute to the development of mental health conditions. It's important to approach mental health holistically, considering the interplay of these elements.",Yes,"Yes, many mental health conditions can be treated, often through a combination of therapies, medications, and lifestyle changes. Treatment approaches vary based on the specific condition and individual needs. It's important to seek professional help for an accurate diagnosis and tailored treatment plan.",Witnessed,"I don't have personal experiences, but I can share that stigma against people with mental health conditions is unfortunately common. It can manifest in various ways, such as misconceptions, discrimination, or insensitive remarks.",27.027772058146812,63.691104627118875
Islam,Pakistan,"Stress, past trauma, and pressure",Yes,"With proper care, treatment, and mediation",Witnessed,Every one in my family doesn't take my sister's mental health condition seriously and always named it as one of her dramatic episodes.,29.557256833341718,68.16525129484315
Hindhu,Nepal,Neurohormonal disbalances,Yes,,Witnessed,"People teasing Schizophrenics, not considering depression, anxiety as illness",28.01284827771052,83.1426818546755
Hindhu,Nepal,Biopsychosocial,Yes,,Witnessed,,28.05785510367614,85.0401664942295
Hindhu,Nepal,unknown,Yes,,Witnessed,,30.021847156492502,81.81212519666728
Islam,Bangladesh,"Genetics, environment",Yes,Though medicine and counseling,Witnessed,Not supportive to take counseling,26.06363772978704,88.91750560044991
Islam,Bangladesh,no,Yes,consultation,Witnessed,negligence,24.150971882488307,91.23320577909094
Hindhu,Bangladesh,"Genetic, Trauma,",Yes,Proper medication and councelling.,Witnessed,,22.097890456640325,89.17589568875674
Other,Bangladesh,"Poverty, family relation",Yes,,Witnessed,,21.873266526209118,91.94420335473733
Islam,Bangladesh,Mostly genetics that cause chemical imbalances in the brain's signalling system,Yes,Proper medication and therapy. Medication must not significantly alter quality of life through it's side effects.,Witnessed,My sister got rejected from a university because of bipolar disorder.,24.99537268853826,89.3347431790314
Islam,Bangladesh,Depression,Yes,First we have to share our mental condition with our closest one.At the same time patients surroundings also should be sensible regarding this issue.psychiatry consultation is must.And most importantly we must have to rise awareness and pay attention to the mental health issue.,Witnessed,As a doctor I met a patient in psychiatric ward .She was 33 years old new mom.The patient party complained that she is possessed by some evil spirit because she wanted to kill his newborn with a pillow.She is a crazy insane woman and her husband totally agreed for a divorce.but this is a case of postpartum psychosis and she needed treatment immediately that time.But her family refused to go for any kind of therapy for that poor soul.,24.909414416479123,89.91561093515418
Islam,Afghanistan,"Life experience, conflict, cultural taboo, Domestic violence, forced marriage, poverty, drug",Yes,Social engagement and counselling,Witnessed,loss of spouse and poverty,32.13195381630927,67.81435730304324
Islam,Maldives,Trauma from childhood,No,Cannot be completely cured,No,,6.328753759749179,73.14992537474582
Islam,Maldives,Treat well,No,Give full support from family and society,No,,2.1226355554890053,73.57612549410132
Hindhu,India,"Causes can be genetic, environmental or triggered by incidents.",No,"Not always completely. I believe humans always take steps backwards sometimes. One cannot be treated completely, episodes can occur again and again. What matters is how you handle/ deal with them.",No,,17.822863875525414,78.51786544126092
Hindhu,India,"Daily life stress, Family issues, growing up with violence",No,It couldn't be transferred,No,,23.485851423635978,84.53138118940423
Hindhu,India,,No,,No,,25.028463139996155,75.22332895328785
Islam,Pakistan,Anxiety,No,,No,,26.48135575822803,62.36893282621245
Islam,Pakistan,Depression,No,No because every person has different mind set so it's difficult to understand every person,No,,29.004190352322457,71.26311640305096
Islam,Pakistan,Family issues,No,,No,,36.13939103922128,74.91037575281369
Islam,Pakistan,,No,,No,,25.094817426889463,67.14028735976251
Islam,Pakistan,Stress,No,Because I think some symptoms appear again  after some interval of time,No,,25.585095362270486,70.12546130611523
Islam,Pakistan,I don't know,No,,No,,28.20169398197392,68.83578320351901
Islam,Pakistan,Money problems,No,I don't know,No,,34.36620839005686,72.71870078089171
Islam,Pakistan,Overthinking,No,"By morning walk,by attach our self with nature,do duaa and zikr if allah almighty",No,,28.47635538127202,64.62915045917612
Hindhu,Nepal,Excellent,No,,No,,27.798204015151068,83.85808370502255
Islam,Bangladesh,Economical,No,,No,,23.393580015617008,92.26935483817999
Islam,Maldives,Bad experiences and trauma,Yes,Therapists,No,,4.5111122000308095,73.37072062736601
Islam,Maldives,Bullying,Yes,,No,,1.8548471917206029,73.5194100204241
Islam,Maldives,Decrease in level of satisfaction,Yes,Counseling,No,,4.964944648202133,73.46541133107382
Islam,Maldives,Depends on the situation and the individual. From genetics to poor standard of life to trauma,Yes,,No,,5.962551856473673,73.40972981217293
Islam,Maldives,Difficult living situations and trauma,Yes,Availability of therapists at a cheaper level than now.,No,,5.806194171316543,73.16983146047593
Islam,Maldives,Dipression,Yes,Now there r psycologists here so any one that has mental illness can be treated,No,,6.430729091466231,72.9270083259035
Islam,Maldives,Don't now anything,Yes,,No,,5.465567490474611,72.91342947193144
Islam,Maldives,don’t know,Yes,,No,,5.832523935621402,73.47918298665914
Islam,Maldives,Drainage of mental health,Yes,Professional help along with support from friends and family,No,,5.448377345789405,73.0282920081831
Islam,Maldives,Due to family issues,Yes,By getting support from everyone,No,,3.4753079019452646,72.85596554238971
Islam,Maldives,"family and friends, living conditions",Yes,Therapy,No,,2.6675963313079825,72.8866434515782
Islam,Maldives,Genetics and environment,Yes,Through intensive care. I believe it could be treated but rarely,No,,1.8786032195618652,73.5274203657035
Islam,Maldives,Genetics and Environment,Yes,Through medicine and therapy,No,,7.020456618504031,72.99526653217114
Islam,Maldives,"Genetics, Environment that you grew up in",Yes,"Therapy, Medication",No,,6.763772119870021,73.17512248694054
Islam,Maldives,Genetics. Circumstances in life.,Yes,Proper guidance from people around you. Affordable counselling. More mental health awareness programs.,No,,1.7798946847690038,73.36562961273283
Islam,Maldives,"Hereditary, psychological trauma, environmental stress",Yes,"With change in environment, therapy, medicine",No,,5.158096880378238,73.13398260287339
Islam,Maldives,I think an individual’s experience’s to different situations,Yes,With proper help from professionals,No,,0.5038579327153699,73.54827715124735
Islam,Maldives,"lack of empathy, understanding",Yes,proper treatments and mentally strengthening your thinkinh,No,,6.545996297406838,72.9841336110811
Islam,Maldives,Lifestyle,Yes,By receiving psychotherapy,No,,4.20076942657802,73.52784361125929
Islam,Maldives,Living environment,Yes,By talking to someone who’s professional,No,,6.63015919721956,73.06415933033657
Islam,Maldives,"Mainly, stress.",Yes,By giving the proper care and counseling,No,,4.183448346954732,73.4493007236824
Islam,Maldives,Over thinking,Yes,,No,,5.669604676579267,73.38582619669924
Islam,Maldives,Pregnancy and Child birth,Yes,Therapy and medication,No,,5.35850169908495,73.65360488797201
Islam,Maldives,Stress,Yes,By medication,No,,6.203139224787268,72.99902590635351
Islam,Maldives,Stress,Yes,Guided therapy,No,,2.5031067838956527,73.30564369208109
Islam,Maldives,Stress,Yes,Proper diagnosis,No,,6.747124841839031,73.051231432624
Islam,Maldives,Stress,Yes,"Therapy session, with good company, taking time out",No,,6.200334643012227,73.29835467559053
Islam,Maldives,Stress level at work,Yes,Consuting a couselor,No,,1.8318242279064658,73.50107613761864
Islam,Maldives,"Stress, trauma",Yes,Therapy,No,,1.8725440488817262,73.53040437717462
Islam,Maldives,Stress/ pressure,Yes, By a good conversation or from a therapist,No,,1.7863737109289541,73.38137752051608
Islam,Maldives,Surrounding factors,Yes,With the right kind of help and research,No,,6.656605814504541,73.08182200018727
Islam,Maldives,"There are a number of reasons. Child Abuse, Trauma, Social Isolation or loneliness, Bereavement, Domestic Violence, Misuse of drugs and the list goes on.",Yes,With proper medication and seeking therapy help for some but maybe it doesn’t work for everyone.,No,,6.813254319641441,73.19974952161873
Islam,Maldives,Trauma,Yes,By taking adequate therapy and following a well guided treatment plan,No,,4.4428190452271,72.9591793611341
Islam,Maldives,"Trauma, abuse, stress",Yes,"Love, Medicine and psychotherapy",No,,2.2081700095384726,73.15078911833204
Islam,Maldives,"Trauma, physiology",Yes,"Yes, medical treatment, therapy",No,,5.47700596992072,73.3869634548614
Islam,Maldives,"Trauma, self neglect, being around negative poeple",Yes,Getting therapy and starting to take care of own self better,No,,0.48885546354289533,72.98996066230154
Islam,Maldives,Trauma/ abuse and biological factors,Yes,Reducing stigma and With proper interventions,No,,1.8869596759006484,73.24618442671137
Islam,Maldives,Communication barriers,Yes,By sharing the concern and having better means of communication,No,,2.0353195566627997,73.53200385490591
Islam,Maldives,Childhood,Yes,Time,No,,6.541889341643323,72.97610565098277
Islam,Maldives,"family problems, ignorance",Yes,with the necessary support from family and friends,No,,5.791137957882268,73.36422129307061
Islam,Maldives,Genetics and environmental factors,Yes,"Psychological therapy, and medication",No,,6.442465060870955,72.916436251585
Islam,Maldives,good,Yes,,No,,3.9202055683133277,72.74262977155078
Islam,Maldives,Instability in life which leads to all sorts of problems and unhappiness,Yes,,No,,2.121051221107077,73.56770488222968
Islam,Maldives,Loose in selfconfidence,Yes,By giving them more time,No,,2.1971723706247888,73.1120121311866
Islam,Maldives,Stress/ abusive environment,Yes,,No,,5.549649988886582,73.04168854986179
Islam,Maldives,Surrounding environment,Yes,"Medicines, taking therapy",No,,6.814022698117379,73.1997432332817
Islam,Maldives,Trauma,Yes,Making them think positively,No,,-0.6890046924264631,73.15302900092703
Islam,Maldives,Trauma,Yes,Praying,No,,4.204372556635156,73.52925581447738
Islam,Maldives,trauma and stress,Yes,by theraphy,No,,2.1084031987891305,73.55697308651655
Other,India,Adjustment problem,Yes,Better choice opinion,No,,25.00738014098098,81.4628541061464
Other,India,"Environmental, social, and genetic factors.",Yes,Therapy and medication,No,,24.554606770579184,72.38579629994982
,India,circumstances if not by birth,Yes,"I feel through doctors, counsellors psychiatrist all the more through ones patience",No,,21.18464628464259,76.48116411519713
,India,Ignorance,Yes,Timely intervention,No,,23.58573493919001,82.72048693821277
,India,Stress and modern life style,Yes,Facilitate the individual to realise his self,No,,23.393220951460457,75.016876895092
,India,"The exact cause is unknown, but researches suggest that a combination of factors including heredity, psychological trauma etc",Yes,,No,,12.809761626106873,75.04098164660874
Jain,India,Mental abuse,Yes,,No,,19.137354884094794,82.51162648641328
Jain,India,Stress,Yes,Therapy,No,,27.301151210321365,93.98613833391488
Roman Catholic,India,"Bullying, Racism, Stress, Disease",Yes,"By being a better person to the patient, and teaching others the virtue of kindness and love.",No,,26.542361871008953,84.25234440448156
Sikhism,India,"Genetics, Traumatic Events, Stressors, etc",Yes,Therapy and medications,No,,22.915766750835665,92.5947065627655
